IND	5	Canal Walk Coffee	Cafetería fundada en 1988, junto al canal restaurado del centro de la ciudad.
IND	6	Hoosier Health+	Cadena de clínicas fundada en 1946, con nombre derivado del gentilicio tradicional de los habitantes de Indiana.
IND	7	White River Watts	Central hidroeléctrica fundada en 1913, aprovechando el caudal del río White que cruza la ciudad.
IND	8	Mass Ave Media	Agencia de comunicación fundada en 2001, con sede en el distrito cultural de Massachusetts Avenue.
IND	9	Fountain Square Foundry	Taller artesanal fundado en 1954, en el histórico barrio bohemio de Fountain Square.
IND	10	Broad Ripple Brew	Cervecería artesanal fundada en 1994, en el animado barrio de Broad Ripple junto al canal.
IND	11	Crossroads Cargo	Empresa de transporte fundada en 1937, homenaje al lema de Indiana como "el cruce de caminos de América".
IND	12	Market Street Motors	Concesionario de vehículos eléctricos fundado en 2018, con sede en la histórica calle del mercado.
IND	13	Union Station Vault	Banco fundado en 1888, año de construcción de la estación ferroviaria Union Station.
IND	14	Pogues Run Pipes	Empresa de fontanería fundada en 1920, nombrada por el arroyo subterráneo que atraviesa el centro de la ciudad.
IND	15	Mile Square Meals	Cadena de restaurantes fundada en 2010, en el kilómetro cuadrado original que dio forma al trazado urbano.
HOU	1	Gulfstream Gas	Compañía petrolera fundada en 1921, con operaciones en las plataformas del Golfo de México.
HOU	2	Space City Semis	Empresa de logística fundada en 1969, año del primer paseo lunar transmitido desde el Centro Espacial Johnson.
HOU	3	Bayou Bites BBQ	Restaurante de barbacoa fundado en 1952, junto a los pantanos y arroyos que cruzan la ciudad.
HOU	5	ShipChannel Steel	Fundición industrial fundada en 1914, año de apertura del Canal de Navegación de Houston.
HOU	6	TexMex Threads	Marca de moda fundada en 1978, con diseños inspirados en la cultura fronteriza tex-mex.
HOU	8	Montrose Mint	Farmacéutica fundada en 1985, con sede en el vibrante y diverso barrio de Montrose.
HOU	9	Buffalo Bayou Brew	Cervecería artesanal fundada en 2011, junto al arroyo que da origen histórico a la ciudad.
HOU	10	Galleria Gold	Empresa inmobiliaria fundada en 1970, año de apertura del centro comercial Galleria.
HOU	11	TMC Med	Empresa biotecnológica fundada en 1945, con sede en el complejo médico más grande del mundo, el Texas Medical Center.
HOU	12	Clutch City Coffee	Cafetería fundada en 1995, homenaje al apodo "Clutch City" que la ciudad se ganó en los años noventa.
HOU	13	Sam Houston Solar	Empresa de energía fundada en 1836, año de fundación de la ciudad en honor al héroe de la independencia texana.
HOU	14	Space Coast Snacks	Marca de aperitivos fundada en 1962, año de fundación del Centro Espacial Johnson.
HOU	15	Loop 610 Logistics	Empresa de transporte fundada en 1965, año de finalización del anillo de circunvalación I-610.
CLE	1	Erie Edge Steel	Fundición industrial fundada en 1904, junto a las orillas del lago Erie, corazón del acero del medio oeste.
CLE	3	Cuyahoga Chips	Marca de snacks fundada en 1969, con nombre del sinuoso río Cuyahoga que atraviesa la ciudad.
CLE	5	Flats Forge Coffee	Cafetería fundada en 1990, en el histórico distrito industrial de Los Flats junto al río.
CLE	6	Script CLE Travel	Agencia de viajes fundada en 2016, con logo inspirado en la caligrafía tradicional del apodo "CLE".
CLE	7	Terminal Tower Tech	Empresa de telecomunicaciones fundada en 1930, año de inauguración de la icónica Terminal Tower.
CLE	9	Lakeview Solar	Empresa de energía renovable fundada en 2013, con paneles orientados hacia el lago Erie.
CLE	10	Emerald Necklace Trail	Empresa de senderismo y ocio fundada en 1917, gestora de la red de parques metropolitanos que rodea la ciudad como un collar verde.
CLE	11	North Coast Marine	Empresa naviera fundada en 1950, homenaje al apodo "Costa Norte" de la orilla del lago Erie.
CLE	12	Cultural Gardens	Fundación cultural creada en 1936, gestora de los jardines internacionales que representan a las comunidades étnicas de la ciudad.
CLE	13	Playhouse Square Arts	Organización teatral fundada en 1921, año de apertura del distrito de teatros más grande fuera de Nueva York.
CLE	14	Ohio City Brewery	Cervecería fundada en 1836, en el histórico vecindario de Ohio City, cuna de la cerveza artesanal local.
CLE	15	Burning River Brew	Cervecería fundada en 1998, con nombre irónico que recuerda al famoso incendio del río Cuyahoga de 1969, hoy símbolo de la recuperación ecológica de la ciudad.
ATL	1	Peachvolt Energy	Compañía eléctrica fundada en 1969, cuyo logo cruza el melocotón del estado con un rayo. Suministra energía a todo el centro financiero.
ATL	2	Beltline Bites	Cadena de restaurantes al aire libre fundada en 2011, con locales repartidos por el antiguo corredor ferroviario reconvertido en parque lineal.
ATL	3	Hartsfield Hop	Cervecería fundada en 1998 junto al aeropuerto más transitado del mundo, célebre por su lúpulo de aterrizaje y sus latas con torre de control.
ATL	5	Piedmont Pixels	Estudio de software y pantallas gigantes fundado en 2006, con sede junto al parque Piedmont y su mosaico verde por logo.
ATL	6	ATL Forge Steel	Fundición y forja fundada en 1874, superviviente del incendio que arrasó la ciudad y proveedora del acero de sus primeros rascacielos.
ATL	7	Phoenix Rising Bank	Banco fundado en 1889, cuyo nombre y logo recogen el ave fénix del sello municipal: la ciudad renacida de sus cenizas.
ATL	8	Dogwood Blossom Dairy	Lácteos fundados en 1952, con la flor de cornejo que llena la ciudad cada primavera como marca de la casa.
ATL	9	Ponce Corridor Motors	Concesionario y taller fundado en 1948 en la avenida Ponce de Leon, la vía comercial más larga y más rara de la ciudad.
ATL	10	Stone Mountain Granite	Cantera fundada en 1869, extractora del granito gris que pavimentó media ciudad y llegó hasta las escaleras del Capitolio.
ATL	12	Chattahoochee Rapids	Empresa de ocio fluvial fundada en 1976, dedicada al descenso en balsa por el río que da agua y fin de semana a la ciudad.
ATL	13	Krog Tunnel Art	Colectivo de arte urbano fundado en 2004, encargado de repintar cada temporada el túnel de grafitis más fotografiado del sureste.
ATL	14	World of Fizz Aquatics	Embotelladora y parque acuático fundados en 1993, con una atracción por cada sabor de su catálogo.
ATL	15	Cabbagetown Cotton Mill	Fábrica textil fundada en 1881, cerrada en 1977 y reabierta como taller de moda por los nietos de sus antiguas hilanderas.
BOS	1	Harbor Bean Co	Tostadero de café fundado en 1832 en los muelles, heredero del comercio que traía el grano desde las Antillas.
BOS	2	Freedom Trail Fits	Marca de calzado fundada en 1984, especializada en botas cómodas para las cuatro millas de la ruta histórica de la ciudad.
BOS	3	Beantown Bytes	Empresa de software fundada en 1997 por estudiantes de las universidades del río, con una alubia verde por icono.
BOS	4	Charles River Bank	Banco fundado en 1822, con sedes gemelas en las dos orillas del río que separa la ciudad de Cambridge.
BOS	5	North End Noodles	Fábrica de pasta fundada en 1911 por una familia siciliana, todavía en la misma calle estrecha del barrio italiano.
BOS	6	Greenline Transit+	Operador de tranvías fundado en 1897, el mismo año en que la ciudad estrenó el primer metro del país.
BOS	8	Beacon Hill Gaslight	Compañía de alumbrado fundada en 1853, la única que sigue encendiendo a mano las farolas de gas del barrio histórico.
BOS	9	Cod Fisher's Catch	Pesquería fundada en 1748, dedicada al bacalao que dio nombre y dinero a la colonia entera.
BOS	11	Newbury Street Threads	Casa de moda fundada en 1938 en la calle de las tiendas, con taller propio en un sótano de piedra rojiza.
BOS	12	Tea Party Trade Co	Importadora fundada en 1790, con un guiño al cargamento que acabó en el puerto diecisiete años antes de que ella existiera.
BOS	13	Faneuil Hall Fare	Comercializadora de mercado fundada en 1826, con puesto propio en la lonja que lleva doscientos años sin cerrar.
BOS	15	Swan Boat Sails	Empresa de ocio fundada en 1877, operadora de los botes con forma de cisne del estanque del jardín público.
BRK	1	Borough Brew Labs	Cervecería experimental fundada en 2009, con una B de ladrillo por logo y un puente colgante en cada etiqueta.
BRK	2	Dumbo Drone Co	Fabricante de drones fundado en 2014 en un almacén bajo el puente, especializado en tomas aéreas del skyline.
BRK	3	Coney Circuit	Empresa de electrónica de ocio fundada en 1987, proveedora de las máquinas del paseo marítimo desde su primera recreativa.
BRK	4	Stoop Sneaker Lab	Marca de zapatillas fundada en 2005, nacida de las escalinatas de entrada donde el barrio se sienta a mirar pasar la tarde.
BRK	5	Navy Yard Netsync	Empresa de redes fundada en 1999 en el antiguo astillero militar, hoy vivero de talleres y estudios.
BRK	6	Brownstone Bites	Cadena de sándwiches fundada en 1968, con el mismo pan de centeno desde el primer local en un bajo de piedra rojiza.
BRK	7	Williamsburg Waves	Emisora y estudio de sonido fundados en 1946 junto a los depósitos de agua del barrio, antena incluida.
BRK	8	Prospect Park Provisions	Cooperativa de alimentación fundada en 1973, con puestos de temporada en las entradas del parque grande del distrito.
BRK	9	Cyclone Coasters	Constructora de montañas rusas de madera fundada en 1927, el año de la que todavía funciona en el paseo marítimo.
BRK	11	Red Hook Rope Works	Cordelería fundada en 1855 en los muelles, proveedora de amarras para los cargueros del puerto.
BRK	13	Greenpoint Glassworks	Vidriería fundada en 1861, una de las cinco industrias que dieron fama al barrio antes de que el vidrio se fuera.
BRK	14	Flatbush Fresh Produce	Distribuidora de fruta y verdura fundada en 1962 por comerciantes caribeños, con cajón de colores por logo.
BRK	15	Gowanus Canal Current	Eléctrica de barrio fundada en 1989, con turbinas en el canal más famoso y peor oliente del distrito.
CHO	1	Queen City Credit	Cooperativa de crédito fundada en 1913, con la corona de la reina que da apodo a la ciudad grabada en cada tarjeta.
CHO	2	Carolina Canopy	Empresa de arboricultura fundada en 1965, responsable de las hileras de robles que hacen de la ciudad un bosque urbano.
CHO	3	Banktown Bolts	Eléctrica fundada en 1972, encargada de mantener encendidas las torres de la segunda plaza financiera del país.
CHO	4	Hornet Honey Co	Apicultura y mieles fundadas en 1957, con el avispero de la ciudad como emblema desde el primer tarro.
CHO	5	Uptown Rails	Operador del tranvía urbano fundado en 2007, con la U azul de sus paradas por logotipo.
CHO	6	Mint Hill Media	Productora audiovisual fundada en 1994, nombrada por la antigua casa de la moneda que acuñó el oro de la región.
CHO	8	Freedom Park Flora	Vivero y floristería fundados en 1980, proveedores de los parterres del parque más visitado de la ciudad.
CHO	9	NoDa Neon Arts	Colectivo de artistas del neón fundado en 1998, motor de las galerías del distrito artístico del norte.
CHO	10	Catawba River Rapids	Empresa de deportes de aguas bravas fundada en 1991, con base en el río que abastece a media región.
CHO	11	Panther Paw Steel	Acería fundada en 1934, con la huella de pantera que estampa en cada viga desde los años sesenta.
CHO	12	South End Streetcar	Operador de tranvía histórico fundado en 1927, restaurador de los coches rojos que recorren el antiguo barrio industrial.
CHO	13	Plaza Midwood Provisions	Tienda de ultramarinos fundada en 1946 en el barrio de los bungalós, mitad colmado y mitad cafetería.
CHO	14	Camp North End Cargo	Operador logístico fundado en 1924 en la antigua fábrica de camiones, hoy nave de almacenes y estudios.
CHI	1	Windy Watt Power	Eléctrica fundada en 1954, con parques eólicos plantados en el lago y el apodo de la ciudad en el nombre.
CHI	2	DeepDish Digital	Estudio de software fundado en 2001, cuyo logo es la porción de pizza gruesa por la que se discute en toda la ciudad.
CHI	3	El Loop Transit	Operador del tren elevado fundado en 1892, dueño del anillo de raíles que rodea y bautiza el centro.
CHI	4	Lake Shore Layers	Marca de ropa de abrigo fundada en 1962, especializada en capas para el viento que entra del lago en enero.
CHI	5	Steelbeam Bank	Banco fundado en 1885, el año del primer rascacielos con estructura de acero, financiado por esta misma casa.
CHI	6	Navy Pier Nosh	Cadena de puestos de comida fundada en 1976, repartida por el muelle que la ciudad recuperó para pasear.
CHI	7	Bean Reflection Studios	Estudio de fotografía fundado en 2006, nacido a la sombra de la escultura de acero pulido del parque del milenio.
CHI	9	Magnificent Mile Threads	Casa de moda fundada en 1971, con escaparate en la avenida de las tiendas caras.
CHI	10	River Walk Roasters	Tostadero de café fundado en 1999, con terrazas en el paseo que baja hasta el río en el corazón del centro.
CHI	12	Union Station Steam	Empresa de calefacción urbana fundada en 1925, con la caldera original bajo la bóveda de la estación.
CHI	13	Maxwell Street Grill	Cadena de perritos fundada en 1943 en el mercado callejero de inmigrantes, con la salchicha polaca por bandera.
CHI	15	Buckingham Fountain Fizz	Embotelladora de refrescos fundada en 1927, homenaje a la fuente monumental estrenada aquel mismo verano.
DAL	1	Lone Star Lithium	Fabricante de baterías fundado en 2010, con la estrella solitaria del estado recortada en cada celda.
DAL	2	Cattle Drive Cuts	Carnicería mayorista fundada en 1873, heredera de las rutas ganaderas que cruzaban el norte del estado.
DAL	3	Reunion Tower Bits	Empresa de telecomunicaciones fundada en 1978, con antenas en la bola de luces que preside el skyline.
DAL	4	Prairie Oil Co	Petrolera fundada en 1931, nacida del pozo que cambió la economía del este del estado.
DAL	5	Big D Denim	Marca de vaqueros fundada en 1955, con la inicial de la ciudad cosida en el bolsillo trasero.
DAL	6	Trinity Trail Gear	Marca de equipamiento de senderismo fundada en 1988, especializada en las rutas del cinturón verde del río.
DAL	7	Deep Ellum Vinyl	Sello discográfico fundado en 1968 en el barrio del blues, todavía prensando en vinilo en su primera nave.
DAL	8	Fair Park Fizz	Embotelladora fundada en 1936, el año de la exposición del centenario del estado, celebrada en ese mismo parque.
DAL	9	White Rock Boats	Club náutico y alquiler de veleros fundado en 1930 en el lago del este de la ciudad.
DAL	10	Bishop Arts Bites	Colectivo de restaurantes fundado en 2004 en el distrito de galerías al sur del río.
DAL	11	DFW Hop	Aerolínea regional fundada en 1974, el año de apertura del aeropuerto que la hizo posible.
DAL	13	Victory Park Vault	Firma de inversión fundada en 1999, con sede en el distrito levantado alrededor del pabellón.
DAL	14	Tortilla Flatiron Bakes	Panadería y tortillería fundada en 1962, con horno en el edificio triangular del centro.
DAL	15	Katy Trail Cycles	Tienda y taller de bicicletas fundado en 1997, junto a la vía de tren reconvertida en carril verde.
DEN	1	Mile High Malt	Cervecera fundada en 1873, la primera en ajustar sus recetas a la altitud exacta de la ciudad: 5.280 pies.
DEN	2	Front Range Fiber	Operador de fibra óptica fundado en 2004, con el perfil de las montañas convertido en señal en su logo.
DEN	3	Cherry Creek Chips	Fábrica de aperitivos fundada en 1958 junto al arroyo donde se encontró el oro que fundó la ciudad.
DEN	4	Powderline Parks	Operador de estaciones de esquí fundado en 1961, dueño de los circuitos de nieve polvo de las montañas del oeste.
DEN	5	Bronco Bronze Bank	Banco fundado en 1908, con la herradura de bronce del caballo salvaje en la puerta de su sede.
DEN	6	Altitude Air	Aerolínea regional fundada en 1983, especializada en los aeropuertos de montaña más altos del país.
DEN	7	Red Rocks Audio	Empresa de sonido fundada en 1972, encargada del equipo del anfiteatro natural entre paredes de arenisca roja.
DEN	8	Union Station Clock	Relojería y mantenimiento de relojes públicos fundada en 1914, el año de la torre de la estación central.
DEN	9	LoDo Lager	Cervecería fundada en 1994 en los almacenes de ladrillo del casco bajo, primera de la ola que revivió el barrio.
DEN	10	Buffalo Bill Bytes	Empresa de software fundada en 1996, con el bisonte del oeste por icono y sede junto a la montaña del mismo nombre.
DEN	11	Highlands Honey	Apicultura fundada en 1969, con colmenas repartidas por las laderas del noroeste de la ciudad.
DEN	12	Platte River Pack	Empresa de mensajería fundada en 1980, con rutas que siguen el río que parte la ciudad en dos.
DEN	13	Bluebird Solar	Instaladora de placas solares fundada en 2008, que aprovecha los trescientos días de sol al año de la meseta.
DEN	14	Capitol Dome Credit	Cooperativa de crédito fundada en 1901, con la cúpula dorada del capitolio del estado en su moneda-logo.
DEN	15	RiNo Mural Co	Colectivo de muralistas fundado en 2005, autor de las fachadas pintadas del antiguo distrito industrial del norte.
DET	1	Motorcity Motors	Fabricante de motores fundado en 1903, el año en que la ciudad se convirtió en la capital del automóvil.
DET	2	Belle Isle Brew	Cervecería fundada en 1957, con terraza frente a la fuente de la isla-parque del río.
DET	3	Renaissance Rivets	Fábrica de remaches y tornillería fundada en 1977, el año del complejo de torres que dio nombre al renacimiento de la ciudad.
DET	4	Great Lakes Grid	Eléctrica fundada en 1919, con la silueta de los cinco lagos partida por un rayo en su emblema.
DET	7	Ambassador Span	Constructora de puentes fundada en 1929, el año del que cruza el río hasta Canadá.
DET	8	Eastern Market Eats	Distribuidora de alimentación fundada en 1891, con nave propia en el mercado de productores más grande del país.
DET	9	Riverwalk Watts	Hidroeléctrica fundada en 1948, con turbinas en la orilla que la ciudad convirtió en paseo.
DET	10	Corktown Coffee	Tostadero fundado en 1936 en el barrio irlandés más antiguo de la ciudad.
DET	11	Assembly Line Apps	Empresa de software industrial fundada en 2011, especializada en automatizar lo que aquí se inventó en 1913.
DET	12	Spirit Plaza Sound	Empresa de sonido para eventos fundada en 1958, con el espíritu de bronce de la plaza mayor por logo.
DET	13	Fisher Building Financial	Firma financiera fundada en 1928, con oficinas en el rascacielos dorado que llaman el mayor edificio de arte del mundo.
DET	14	Eastern Market Ironworks	Herrería y estructuras fundadas en 1902, autora de las marquesinas de los cobertizos del mercado.
DET	15	Chili Coney Co	Cadena de perritos con chile fundada en 1917 por dos hermanos griegos, con dos locales pared con pared que llevan un siglo compitiendo.
OKC	1	Tornado Trail Gear	Marca de equipamiento de exterior fundada en 1991, especializada en refugios y kits para la temporada de tornados.
OKC	2	Bricktown Brew	Cervecería fundada en 1993 en los almacenes de ladrillo junto al canal, primera del barrio reconvertido.
OKC	3	Plains Petroleum	Petrolera fundada en 1928, con pozos entre los trigales que rodean la ciudad.
OKC	4	Thunderhead Tech	Empresa de meteorología y sensores fundada en 2003, dedicada a avisar de las tormentas del corredor central.
OKC	5	Cattlemen Cuts	Carnicería y asador fundados en 1910 junto a los corrales, con el sello de ganadería marcado en la puerta.
OKC	6	Route 66 Retro	Cadena de moteles y cafeterías fundada en 1946 en la carretera madre, restaurada entera en los años noventa.
OKC	8	Scissortail Solar	Instaladora de energía solar fundada en 2010, con el pájaro tijereta del estado posado en cada panel.
OKC	9	Stockyards Steel	Acería y fabricante de vallado ganadero fundada en 1910, proveedora de los corrales históricos del oeste de la ciudad.
OKC	10	Myriad Gardens Flora	Vivero y jardinería fundados en 1988, encargados del invernadero tubular del jardín botánico del centro.
OKC	11	Red Earth Pottery	Alfarería fundada en 1978, con arcilla roja de la región y motivos de las naciones originarias del estado.
OKC	12	Plaza District Prints	Imprenta y serigrafía fundadas en 1997, autora de los carteles del distrito de galerías y su feria anual.
OKC	13	Overholser Oils	Refinería de aceites industriales fundada en 1936, nombrada por el lago y la mansión del fundador de la ciudad.
OKC	14	Paseo Arts Paint	Fábrica de pinturas fundada en 1929, proveedora del barrio de estudios de estilo español desde su primera galería.
OKC	15	Lake Hefner Lighthouse	Empresa de ocio náutico fundada en 1999, operadora de las escuelas de vela del lago y su faro postizo.
